title,original_price,sale_price,upper,ground,len_score,foot_score,weight(g),image_url,url,silo_x,brand,silo_y,silo_kor,position1,position2,position3,feature
아디다스 X 고스티드3 FG  ,129000,55000,"합성가죽, 니트",천연잔디,3.0,1.0,237,https://www.crazy11.co.kr/shopimages/winv007/001005003062.jpg?1733718009,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805253&xcode=257&mcode=002&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bmZ3UQ%3D%3D,X,adidas,X,X,FW, MF,,speed
아디다스 X 크레이지패스트 INJ1 FG ,309000,129000,"합성가죽, 니트",천연잔디,4.0,2.0,,https://www.crazy11.co.kr/shopimages/winv007/001005003053.jpg?1733718017,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=804992&xcode=257&mcode=002&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bm50W19E,X,adidas,X,X,FW, MF,,speed
아디다스 X 크레이지패스트 INJ1 LL FG  ,319000,129000,"인조가죽, 니트",천연잔디,4.0,2.0,176,https://www.crazy11.co.kr/shopimages/winv007/001005003054.jpg?1733718017,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=804993&xcode=257&mcode=002&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bml6W15N,X,adidas,X,X,FW, MF,,speed
아디다스 X 크레이지패스트 리그 FG ,119000,69000,합성가죽,천연잔디,4.0,2.0,230,https://www.crazy11.co.kr/shopimages/winv007/001005003141.jpg?1733717970,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806943&xcode=257&mcode=002&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bml3Ulk%3D,X,adidas,X,X,FW, MF,,speed
아디다스 X 크레이지패스트 리그 LL FG ,129000,81000,합성가죽,천연잔디,5.0,1.0,229,https://www.crazy11.co.kr/shopimages/winv007/001005003131.jpg?1733717979,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806856&xcode=257&mcode=002&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=aG53Vw%3D%3D,X,adidas,X,X,FW, MF,,speed
아디다스 X 크레이지패스트 리그 MG ,109000,69000,합성가죽,"천연잔디, 인조잔디, 맨땅",4.0,2.0,239,https://www.crazy11.co.kr/shopimages/winv007/001005003132.jpg?1733717968,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806867&xcode=257&mcode=002&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=aGp3VA%3D%3D,X,adidas,X,X,FW, MF,,speed
아디다스 X 크레이지패스트 메시1 FG ,309000,119000,"합성가죽, 니트",천연잔디,4.0,2.0,184,https://www.crazy11.co.kr/shopimages/winv007/001005003057.jpg?1733718018,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805063&xcode=257&mcode=002&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=Zmd3U1k%3D,X,adidas,X,X,FW, MF,,speed
아디다스 X 크레이지패스트 엘리트 AG ,309000,179000,"합성가죽, 니트",인조잔디,3.0,3.0,178,https://www.crazy11.co.kr/shopimages/winv007/001005003090.jpg?1733717998,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806191&xcode=257&mcode=002&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bGl3UFQ%3D,X,adidas,X,X,FW, MF,,speed
아디다스 X 크레이지패스트 엘리트 AG 2G3G ,309000,179000,"인조가죽, 니트",인조잔디,4.0,3.0,243,https://www.crazy11.co.kr/shopimages/winv007/001005003135.jpg?1733717969,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806877&xcode=257&mcode=002&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bm99W14%3D,X,adidas,X,X,FW, MF,,speed
아디다스 X 크레이지패스트 엘리트 FG ,309000,179000,"합성가죽, 니트",천연잔디,4.0,4.0,182,https://www.crazy11.co.kr/shopimages/winv007/001005003137.jpg?1733717969,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806897&xcode=257&mcode=002&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=aGl3UQ%3D%3D,X,adidas,X,X,FW, MF,,speed
아디다스 X 크레이지패스트 엘리트 HG ,309000,179000,"합성가죽, 니트",맨땅,4.0,2.0,212,https://www.crazy11.co.kr/shopimages/winv007/001005003136.jpg?1733717969,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806883&xcode=257&mcode=002&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bWh3UA%3D%3D,X,adidas,X,X,FW, MF,,speed
아디다스 X 크레이지패스트 엘리트 LL FG ,319000,185000,"합성가죽, 니트",천연잔디,4.0,2.0,177,https://www.crazy11.co.kr/shopimages/winv007/001005003138.jpg?1733717969,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806898&xcode=257&mcode=002&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bm50W19N,X,adidas,X,X,FW, MF,,speed
아디다스 X 크레이지패스트 클럽 FxG ,79000,45000,"합성가죽, 니트","천연잔디, 인조잔디, 맨땅",3.0,2.0,247,https://www.crazy11.co.kr/shopimages/winv007/001005003103.jpg?1733717991,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806244&xcode=257&mcode=002&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bmp1W11E,X,adidas,X,X,FW, MF,,speed
아디다스 X 크레이지패스트 프로 FG,189000,125000,"합성가죽, 니트",천연잔디,4.0,3.0,240,https://www.crazy11.co.kr/shopimages/winv007/001005003147.jpg?1733717971,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806952&xcode=257&mcode=002&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=amd3Ul4%3D,X,adidas,X,X,FW, MF,,speed
아디다스 X 크레이지패스트 프로 FG ,189000,99000,"합성가죽, 니트",천연잔디,4.0,3.0,240,https://www.crazy11.co.kr/shopimages/winv007/001005003106.jpg?1733717991,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806258&xcode=257&mcode=002&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=Z2Z3WQ%3D%3D,X,adidas,X,X,FW, MF,,speed
아디다스 X 크레이지패스트+ FG  ,369000,289000,"인조가죽, 합성가죽",천연잔디,4.0,2.0,160,https://www.crazy11.co.kr/shopimages/winv007/001005003146.jpg?1733717971,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806950&xcode=257&mcode=002&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bmt3Ul8%3D,X,adidas,X,X,FW, MF,,speed
아디다스 X 크레이지패스트1 AG ,309000,149000,"합성가죽, 니트",인조잔디,4.0,2.0,181,https://www.crazy11.co.kr/shopimages/winv007/001005003071.jpg?1733718011,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805405&xcode=257&mcode=002&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=Zmx3UA%3D%3D,X,adidas,X,X,FW, MF,,speed
아디다스 X 크레이지패스트1 FG ,309000,139000,"합성가죽, 니트",천연잔디,4.0,2.0,,https://www.crazy11.co.kr/shopimages/winv007/001005003070.jpg?1733718011,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805404&xcode=257&mcode=002&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bmt6W1Q%3D,X,adidas,X,X,FW, MF,,speed
아디다스 X 크레이지패스트1 FG  ,309000,139000,"합성가죽, 니트",천연잔디,4.0,2.0,,https://www.crazy11.co.kr/shopimages/winv007/001005003051.jpg?1734680127,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=804912&xcode=257&mcode=002&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=aW13U1g%3D,X,adidas,X,X,FW, MF,,speed
아디다스 X 크레이지패스트1 LL FG ,319000,149000,"합성가죽, 니트",천연잔디,4.0,2.0,,https://www.crazy11.co.kr/shopimages/winv007/001005003072.jpg?1733718011,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805406&xcode=257&mcode=002&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=a253UlU%3D,X,adidas,X,X,FW, MF,,speed
아디다스 코파 문디알 FG 독일산 ,209000,129000,캥거루,"천연잔디, 맨땅",5.0,3.0,,https://www.crazy11.co.kr/shopimages/winv007/001005000390.jpg?1733718048,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=4827&xcode=257&mcode=002&scode=004&type=Y&sort=order&cur_code=257&search=&GfDT=aWd3Uw%3D%3D,코파,adidas,copa,코파,FW, MF, DF,control
아디다스 코파 센스1 HGAG  ,269000,89000,합성가죽,"인조잔디, 맨땅",4.0,2.0,225,https://www.crazy11.co.kr/shopimages/winv007/001005003118.jpg?1733717984,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806357&xcode=257&mcode=002&scode=004&type=Y&sort=order&cur_code=257&search=&GfDT=bm17W15M,코파,adidas,copa,코파,FW, MF, DF,control
아디다스 코파 퓨어 2 리그 FG ,109000,65000,합성가죽,천연잔디,4.0,2.0,254,https://www.crazy11.co.kr/shopimages/winv007/001005003142.jpg?1733717971,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806945&xcode=257&mcode=002&scode=004&type=Y&sort=order&cur_code=257&search=&GfDT=aW93Ulg%3D,코파,adidas,copa,코파,FW, MF, DF,control
아디다스 코파 퓨어 2 리그 MG ,109000,69000,합성가죽,"천연잔디, 인조잔디, 맨땅",4.0,3.0,275,https://www.crazy11.co.kr/shopimages/winv007/001005003095.jpg?1733717989,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806205&xcode=257&mcode=002&scode=004&type=Y&sort=order&cur_code=257&search=&GfDT=bmx0W11C,코파,adidas,copa,코파,FW, MF, DF,control
아디다스 코파 퓨어 2 엘리트 FG ,289000,169000,인조가죽,천연잔디,4.0,2.0,213,https://www.crazy11.co.kr/shopimages/winv007/001005003139.jpg?1733717970,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806899&xcode=257&mcode=002&scode=004&type=Y&sort=order&cur_code=257&search=&GfDT=amV%2BWQ%3D%3D,코파,adidas,copa,코파,FW, MF, DF,control
아디다스 코파 퓨어 21 FG ,289000,149000,합성가죽,천연잔디,3.0,1.0,210,https://www.crazy11.co.kr/shopimages/winv007/001005003074.jpg?1733718012,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805436&xcode=257&mcode=002&scode=004&type=Y&sort=order&cur_code=257&search=&GfDT=bW13UlQ%3D,코파,adidas,copa,코파,FW, MF, DF,control
아디다스 코파 퓨어 21 HG ,309000,159000,합성가죽,맨땅,3.0,2.0,250,https://www.crazy11.co.kr/shopimages/winv007/001005003076.jpg?1733718002,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805439&xcode=257&mcode=002&scode=004&type=Y&sort=order&cur_code=257&search=&GfDT=aGt3Uls%3D,코파,adidas,copa,코파,FW, MF, DF,control
아디다스 코파 퓨어 3 엘리트 FG  ,269000,176000,합성가죽,천연잔디,4.0,2.0,214,https://www.crazy11.co.kr/shopimages/winv007/001005003222.jpg?1738564310,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809370&xcode=257&mcode=002&scode=004&type=Y&sort=order&cur_code=257&search=&GfDT=aGp3Ulw%3D,코파,adidas,copa,코파,FW, MF, DF,control
아디다스 코파 퓨어 II+ FG  ,359000,179000,"소가죽, 니트",천연잔디,4.0,3.0,210,https://www.crazy11.co.kr/shopimages/winv007/001005003077.jpg?1733718003,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805638&xcode=257&mcode=002&scode=004&type=Y&sort=order&cur_code=257&search=&GfDT=aGZ3Ul8%3D,코파,adidas,copa,코파,FW, MF, DF,control
아디다스 코파 퓨어 INJ1 FG ,309000,119000,소가죽,천연잔디,3.0,2.0,,https://www.crazy11.co.kr/shopimages/winv007/001005003055.jpg?1733718017,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=804996&xcode=257&mcode=002&scode=004&type=Y&sort=order&cur_code=257&search=&GfDT=bmx%2FW19F,코파,adidas,copa,코파,FW, MF, DF,control
아디다스 코파 퓨어1 FG  ,289000,119000,합성가죽,천연잔디,3.0,2.0,207,https://www.crazy11.co.kr/shopimages/winv007/001005002979.jpg?1734680286,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=803117&xcode=257&mcode=002&scode=004&type=Y&sort=order&cur_code=257&search=&GfDT=bGZ3Ul4%3D,코파,adidas,copa,코파,FW, MF, DF,control
아디다스 프레데터 리그 FT FG ,129000,93000,합성가죽,천연잔디,3.0,3.0,252,https://www.crazy11.co.kr/shopimages/winv007/001005003185.jpg?1733717916,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=808288&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=aG13Vw%3D%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 리그 FT FGMG ,129000,85000,"인조가죽, 합성가죽","천연잔디, 인조잔디, 맨땅",3.0,3.0,237,https://www.crazy11.co.kr/shopimages/winv007/001005003224.jpg?1738565961,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809373&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bW13U1Q%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 리그 LL FG ,129000,83000,"합성가죽, 니트",천연잔디,4.0,2.0,256,https://www.crazy11.co.kr/shopimages/winv007/001005003174.jpg?1733717921,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=808037&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bm14W15D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 리그 MG ,109000,59000,합성가죽,"천연잔디, 인조잔디, 맨땅",4.0,2.0,262,https://www.crazy11.co.kr/shopimages/winv007/001005003100.jpg?1733717990,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806239&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bmp%2BW11H,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 리그 SOCK FG,119000,75000,"합성가죽, 니트",천연잔디,4.0,3.0,260,https://www.crazy11.co.kr/shopimages/winv007/001005003148.jpg?1733717971,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806955&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=Zmx3Ul0%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 리그 SOCK FG ,119000,75000,"합성가죽, 니트",천연잔디,4.0,3.0,260,https://www.crazy11.co.kr/shopimages/winv007/001005003195.jpg?1733717909,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=808409&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bml1W19H,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 리그 로우 FG,119000,77000,합성가죽,천연잔디,4.0,3.0,260,https://www.crazy11.co.kr/shopimages/winv007/001005003117.jpg?1733717984,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806349&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bWV%2FWA%3D%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 리그 로우 FG ,119000,59000,"인조가죽, 합성가죽",천연잔디,4.0,3.0,260,https://www.crazy11.co.kr/shopimages/winv007/001005003133.jpg?1733717968,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806868&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=Zmd3VQ%3D%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 리그 로우 MG ,109000,59000,합성가죽,"천연잔디, 인조잔디, 맨땅",4.0,3.0,248,https://www.crazy11.co.kr/shopimages/winv007/001005003130.jpg?1733717979,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806834&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bm99W11E,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 애큐러시 INJ1 L FG ,309000,119000,"합성가죽, 니트",천연잔디,4.0,3.0,231,https://www.crazy11.co.kr/shopimages/winv007/001005003056.jpg?1733718018,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805009&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bmp%2FW15C,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 애큐러시+ FG  ,369000,219000,"인조가죽, 합성가죽",천연잔디,4.0,3.0,232,https://www.crazy11.co.kr/shopimages/winv007/001005003078.jpg?1733718004,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805639&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=Z2d3Ul4%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 애큐러시1 FG ,309000,119000,합성가죽,천연잔디,3.0,3.0,242,https://www.crazy11.co.kr/shopimages/winv007/001005003073.jpg?1733718012,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805407&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bmx%2FW1U%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 애큐러시1 FG  ,309000,119000,합성가죽,천연잔디,3.0,3.0,242,https://www.crazy11.co.kr/shopimages/winv007/001005002994.jpg?1734680244,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=803380&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bmp3Ul8%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 애큐러시1 L FG ,309000,119000,"인조가죽, 합성가죽",천연잔디,4.0,3.0,230,https://www.crazy11.co.kr/shopimages/winv007/001005003075.jpg?1733718012,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805437&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=aWt3VA%3D%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 엘리트 AG 2G3G ,309000,179000,합성가죽,인조잔디,4.0,3.0,256,https://www.crazy11.co.kr/shopimages/winv007/001005003140.jpg?1733717970,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806900&xcode=257&mcode=002&scode=006&type=Y&sort=order&cur_code=257&search=&GfDT=bGt3Uls%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 엘리트 FG  ,309000,199000,"인조가죽, 합성가죽",천연잔디,4.0,2.0,,https://www.crazy11.co.kr/shopimages/winv007/001005003211.jpg?1737013096,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809172&xcode=257&mcode=002&scode=006&type=Y&sort=order&cur_code=257&search=&GfDT=bmh8W11D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 엘리트 LL AG ,319000,169000,"인조가죽, 합성가죽, 니트",인조잔디,5.0,2.0,192,https://www.crazy11.co.kr/shopimages/winv007/001005003093.jpg?1733717999,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806198&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bmt6W11D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 엘리트 LL FG  ,319000,169000,"합성가죽, 니트",천연잔디,4.0,2.0,182,https://www.crazy11.co.kr/shopimages/winv007/001005003149.jpg?1733717961,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806994&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bm96W11C,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 엘리트 로우 AG ,309000,159000,"인조가죽, 합성가죽",인조잔디,4.0,2.0,207,https://www.crazy11.co.kr/shopimages/winv007/001005003091.jpg?1733717999,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806196&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bml6W11M,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 엘리트 로우 FG  ,309000,179000,"인조가죽, 합성가죽",천연잔디,4.0,2.0,200,https://www.crazy11.co.kr/shopimages/winv007/001005003092.jpg?1733717999,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806197&xcode=257&mcode=002&scode=006&type=Y&sort=order&cur_code=257&search=&GfDT=bmh8W19E,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 엘리트 로우 HG ,309000,159000,합성가죽,맨땅,3.0,2.0,220,https://www.crazy11.co.kr/shopimages/winv007/001005003104.jpg?1733717991,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806246&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bWp3WA%3D%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 주드 벨링엄 리그 FT FG ,119000,85000,합성가죽,천연잔디,3.0,3.0,252,https://www.crazy11.co.kr/shopimages/winv007/001005003206.jpg?1733717889,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=808865&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bmx0W15B,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 클럽 FxG ,79000,49000,합성가죽,"천연잔디, 인조잔디, 맨땅",4.0,1.0,242,https://www.crazy11.co.kr/shopimages/winv007/001005003188.jpg?1733717907,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=808368&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bmV9,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 프로 FG ,189000,115000,합성가죽,천연잔디,4.0,1.0,238,https://www.crazy11.co.kr/shopimages/winv007/001005003134.jpg?1733717968,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806869&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bm95W18%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 프로 MG ,189000,109000,합성가죽,"천연잔디, 인조잔디, 맨땅",4.0,1.0,270,https://www.crazy11.co.kr/shopimages/winv007/001005003109.jpg?1733717992,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806261&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bmt8W1k%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
푸마 울트라 5 얼티메이트 FG ,299000,179000,"인조가죽, 합성가죽",천연잔디,5.0,4.0,181,https://www.crazy11.co.kr/shopimages/winv007/001006000971.jpg?1737011647,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=807644&xcode=257&mcode=004&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=aWV8VA%3D%3D,울트라,PUMA,ultra,울트라, MF,,,speed
푸마 울트라 5 얼티메이트 FG  ,299000,209000,"인조가죽, 합성가죽",천연잔디,5.0,4.0,181,https://www.crazy11.co.kr/shopimages/winv007/001006001038.jpg?1737686481,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809233&xcode=257&mcode=004&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bmx7W19D,울트라,PUMA,ultra,울트라, MF,,,speed
푸마 울트라 매치 플러스 LL FGAG,129000,89000,"인조가죽, 합성가죽, 니트","천연잔디, 인조잔디",4.0,3.0,226,https://www.crazy11.co.kr/shopimages/winv007/001006000959.jpg?1733717963,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=807066&xcode=257&mcode=004&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bmx7W15G,울트라,PUMA,ultra,울트라, MF,,,speed
푸마 울트라 얼티메이트 FGAG ,289000,199000,"인조가죽, 니트","천연잔디, 인조잔디",4.0,2.0,194,https://www.crazy11.co.kr/shopimages/winv007/001006000949.jpg?1733717961,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806998&xcode=257&mcode=004&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bGd3Ulw%3D,울트라,PUMA,ultra,울트라, MF,,,speed
푸마 울트라 얼티메이트 MG ,289000,185000,"인조가죽, 니트","천연잔디, 인조잔디, 맨땅",4.0,1.0,204,https://www.crazy11.co.kr/shopimages/winv007/001006000950.jpg?1733717961,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=807000&xcode=257&mcode=004&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bmp9W15N,울트라,PUMA,ultra,울트라, MF,,,speed
푸마 울트라 프로 FGAG,179000,125000,"합성가죽, 니트","천연잔디, 인조잔디",3.0,2.0,234,https://www.crazy11.co.kr/shopimages/winv007/001006000962.jpg?1733717964,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=807072&xcode=257&mcode=004&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=a2Z3U1w%3D,울트라,PUMA,ultra,울트라, MF,,,speed
푸마 울트라 프로 MG ,179000,89000,"인조가죽, 니트","천연잔디, 인조잔디, 맨땅",4.0,2.0,237,https://www.crazy11.co.kr/shopimages/winv007/001006000906.jpg?1733718010,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805333&xcode=257&mcode=004&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=Z2x3UFk%3D,울트라,PUMA,ultra,울트라, MF,,,speed
푸마 킹 얼티메이트 FGAG,259000,179000,"합성가죽, 니트","천연잔디, 인조잔디",2.0,1.0,,https://www.crazy11.co.kr/shopimages/winv007/001006000944.jpg?1733717976,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806498&xcode=257&mcode=004&scode=005&type=Y&sort=order&cur_code=257&search=&GfDT=amZ3U1w%3D,킹 얼티메이트,PUMA,king ultimate,킹 얼티메이트,,,,control
푸마 킹 얼티메이트 FGAG ,269000,175000,"합성가죽, 니트","천연잔디, 인조잔디",2.0,1.0,,https://www.crazy11.co.kr/shopimages/winv007/001006000998.jpg?1733717900,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=808522&xcode=257&mcode=004&scode=005&type=Y&sort=order&cur_code=257&search=&GfDT=aW53U10%3D,킹 얼티메이트,PUMA,king ultimate,킹 얼티메이트,,,,control
푸마 킹 얼티메이트 FGAG  ,269000,169000,"합성가죽, 니트","천연잔디, 인조잔디",2.0,1.0,,https://www.crazy11.co.kr/shopimages/winv007/001006001039.jpg?1737686448,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809235&xcode=257&mcode=004&scode=005&type=Y&sort=order&cur_code=257&search=&GfDT=bmt%2FW19C,킹 얼티메이트,PUMA,king ultimate,킹 얼티메이트,,,,control
푸마 킹 얼티메이트 MG ,269000,175000,"합성가죽, 니트","천연잔디, 인조잔디, 맨땅",4.0,3.0,213,https://www.crazy11.co.kr/shopimages/winv007/001006000999.jpg?1733717901,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=808523&xcode=257&mcode=004&scode=005&type=Y&sort=order&cur_code=257&search=&GfDT=aW93U1w%3D,킹 얼티메이트,PUMA,king ultimate,킹 얼티메이트,,,,control
푸마 킹 얼티메이트 MG  ,269000,175000,"합성가죽, 니트","천연잔디, 인조잔디, 맨땅",4.0,3.0,213,https://www.crazy11.co.kr/shopimages/winv007/001006001024.jpg?1737010599,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=808990&xcode=257&mcode=004&scode=005&type=Y&sort=order&cur_code=257&search=&GfDT=bWV%2FUQ%3D%3D,킹 얼티메이트,PUMA,king ultimate,킹 얼티메이트,,,,control
