,position,country,name,club,boots,age,height,name_ko,id,team_name,eng_name_x,color_x,img,boots_ko,boots_img,img_src,position_ko,country_ko
1837,Defender,Netherlands,Sam Beukema,Bologna FC 1909,Nike Phantom Luna 2 Elite,26,188,샘 베우케마,300262394,볼로냐,Bologna FC 1909,#102880,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p262394.png,나이키 팬텀 루나 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196f0eb3c4d.png,https://images.fotmob.com/image_resources/logo/teamlogo/9857.png,수비수,네덜란드
1838,Goalkeeper,England,Sam Johnstone,Wolves,Nike Phantom GX 2 Elite,31,193,샘 존스톤,300206075,울버햄튼 원더러스,Wolves,#EB9504,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p206075.png,나이키 팬텀 GX 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196d100cf15.png,https://images.fotmob.com/image_resources/logo/teamlogo/8602.png,골키퍼,영국
1839,Midfielder,Portugal,Samú Costa,RCD Mallorca,Nike Mercurial Superfly 9 Elite,24,185,사무 코스타,300255566,마요르카,RCD Mallorca,#C2071F,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p255566.png,나이키 머큐리얼 슈퍼플라이 9 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d009d3fbdc.png,https://images.fotmob.com/image_resources/logo/teamlogo/8661.png,미드필더,포르투갈
1840,Forward,England,Samuel Amo-Ameyaw,Southampton,adidas X Crazyfast Elite LL,18,174,새뮤얼 아모-아메요,300277561,사우샘프턴,Southampton,#D71920,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p277561.png,아디다스 X 크레이지페스트 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/04/660adfc293558.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8466.png,공격수,영국
1841,Forward,Nigeria,Samuel Chukwueze,AC Milan,Nike Mercurial Superfly 10 Elite,25,172,새뮤얼 추쿠웨제,834246172,AC 밀란,AC Milan,#CF2C27,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p834246172.png,나이키 머큐리얼 슈퍼플라이 10 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/6719678447fdd.png,https://images.fotmob.com/image_resources/logo/teamlogo/8564.png,공격수,나이지리아
1842,Defender,France,Samuel Gigot,SS Lazio,Puma Ultra Ultimate,31,187,사무엘 지고,300219581,라치오,SS Lazio,75ACD4,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p219581.png,퓨마 울트라 Ultimate,https://www.footballbootsdb.com/logos/boots/2023/04/64317eee4690c.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8543.png,수비수,프랑스
1843,Forward,Brazil,Samuel Lino,Atlético de Madrid,Nike Mercurial Vapor 14 Elite,25,170,사무엘 리노,810251445,아틀레티코 마드리드,Atlético de Madrid,C63527,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p810251445.png,나이키 머큐리얼 베이퍼 14 Elite,https://www.footballbootsdb.com/logos/boots/2022/06/62b43c83c267f.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9906.png,공격수,브라질
1844,Forward,Belgium,Samuel Mbangula,Juventus,Nike Mercurial Superfly 10 Elite,21,179,사무엘 음방굴라,300074566,유벤투스,Juventus,#000001,https://images.fotmob.com/image_resources/playerimages/1402900.png,나이키 머큐리얼 슈퍼플라이 10 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/6719678447fdd.png,https://images.fotmob.com/image_resources/logo/teamlogo/9885.png,공격수,벨기에
1845,Defender,France,Samuel Umtiti,LOSC Lille,Puma Future 7 Ultimate,31,182,사무엘 움티티,829205600,릴,LOSC Lille,#E01D13,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p205600.png,퓨마 퓨처 7 Ultimate,https://www.footballbootsdb.com/logos/boots/2024/10/6703aad2e6ebd.png,https://images.fotmob.com/image_resources/logo/teamlogo/8639.png,수비수,프랑스
1846,Defender,Italy,Samuele Birindelli,AC Monza,adidas X Crazyfast+,25,176,사무엘레 비린델리,300237003,몬차,AC Monza,#E10032,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p237003.png,아디다스 X 크레이지페스트+,https://www.footballbootsdb.com/logos/boots/2024/04/660ade0108655.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/6504.png,수비수,이탈리아
1847,Midfielder,Italy,Samuele Ricci,Torino FC,adidas Copa Pure 2 Elite KT,23,181,사무엘레 리치,276253473,토리노,Torino FC,#80110B,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p276253473.png,아디다스 코파 퓨어 2 Elite KT,https://www.footballbootsdb.com/logos/boots/2024/09/66ed97ff1268a.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9804.png,미드필더,이탈리아
1848,Midfielder,Italy,Samuele Vignato,AC Monza,adidas X Crazyfast Elite LL,21,172,사무엘레 비냐토,300265595,몬차,AC Monza,#E10032,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p265595.png,아디다스 X 크레이지페스트 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/04/660adfc293558.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/6504.png,미드필더,이탈리아
1849,Midfielder,Norway,Sander Berge,Fulham,adidas Predator Elite,27,195,산데르 베르게,210228092,풀럼,Fulham,#000000,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p210228092.png,아디다스 프레데터 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8e8e33c30.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9879.png,미드필더,노르웨이
1850,Midfielder,Slovenia,Sandi Lovrić,Udinese Calcio,Nike Mercurial Vapor 15 Elite,26,180,산디 로브리치,815223866,우디네세,Udinese Calcio,#101010,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p223866.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/8600.png,미드필더,슬로베니아
1851,Forward,Spain,Sandro Ramírez,UD Las Palmas,adidas X Crazyfast Elite,29,174,산드로 라미레스,256217731,라스 팔마스,UD Las Palmas,#DA9F00,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p256217731.png,아디다스 X 크레이지페스트 Elite,https://www.footballbootsdb.com/logos/boots/2024/04/660adc06058c6.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8306.png,공격수,스페인
1852,Midfielder,Italy,Sandro Tonali,Newcastle United,Nike Tiempo Legend 10 Elite,24,181,산드로 토날리,219241096,뉴캐슬 유나이티드,Newcastle United,#141413,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p219241096.png,나이키 티엠포 레전드 10 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196ae75b2b2.png,https://images.fotmob.com/image_resources/logo/teamlogo/10261.png,미드필더,이탈리아
1853,Midfielder,Spain,Santi Comesaña,Villarreal CF,adidas Predator Elite LL,28,188,산티 코메사냐,300235781,비야레알,Villarreal CF,#E19D00,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p235781.png,아디다스 프레데터 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed90b7735d2.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/10205.png,미드필더,스페인
1854,Defender,Uruguay,Santiago Bueno,Wolves,Nike Tiempo Legend 10 Elite,26,190,산티아고 부에노,291237658,울버햄튼 원더러스,Wolves,#EB9504,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p291237658.png,나이키 티엠포 레전드 10 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196ae75b2b2.png,https://images.fotmob.com/image_resources/logo/teamlogo/8602.png,수비수,우루과이
1855,Forward,Argentina,Santiago Castro,Bologna FC 1909,adidas Predator Elite LL,20,179,산티아고 카스트로,300267861,볼로냐,Bologna FC 1909,#102880,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p267861.png,아디다스 프레데터 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed90b7735d2.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9857.png,공격수,아르헨티나
1856,Forward,Mexico,Santiago Gimenez,AC Milan,adidas F50 Elite,23,183,산티아고 히메네스,804245152,AC 밀란,AC Milan,#CF2C27,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p804245152.png,아디다스 F50 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed858132958.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8564.png,공격수,멕시코
1857,Defender,Uruguay,Santiago Mouriño,Deportivo Alavés,Nike Phantom GX Elite,23,186,산티아고 모우리뇨,300276493,알라베스,Deportivo Alavés,#0351A3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p276493.png,나이키 팬텀 GX Elite,https://www.footballbootsdb.com/logos/boots/2023/10/652e666a3026d.png,https://images.fotmob.com/image_resources/logo/teamlogo/9866.png,수비수,우루과이
1858,Forward,Austria,Sasa Kalajdzic,Wolves,Nike Tiempo Legend 10 Elite,27,200,사샤 칼라이지치,815239901,울버햄튼 원더러스,Wolves,#EB9504,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p815239901.png,나이키 티엠포 레전드 10 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196ae75b2b2.png,https://images.fotmob.com/image_resources/logo/teamlogo/8602.png,공격수,오스트리아
1859,Midfielder,Serbia,Saša Lukić,Fulham,Nike Mercurial Superfly 9 Elite,28,182,사샤 루키치,273236699,풀럼,Fulham,#000000,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p273236699.png,나이키 머큐리얼 슈퍼플라이 9 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d009d3fbdc.png,https://images.fotmob.com/image_resources/logo/teamlogo/9879.png,미드필더,세르비아
1860,Defender,Saudi Arabia,Saud Abdulhamid,AS Roma,adidas X Crazyfast Elite LL,25,175,사우드 압둘하미드,300246688,로마,AS Roma,#9C0922,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p246688.png,아디다스 X 크레이지페스트 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/04/660adfc293558.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8686.png,수비수,사우디아라비아
1861,Defender,Guinea,Saúl Coco,Torino FC,Puma Future 7 Ultimate,26,187,사울 코코,300265650,토리노,Torino FC,#80110B,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p265650.png,퓨마 퓨처 7 Ultimate,https://www.footballbootsdb.com/logos/boots/2024/10/6703aad2e6ebd.png,https://images.fotmob.com/image_resources/logo/teamlogo/9804.png,수비수,기니
1862,Midfielder,Spain,Saúl Ñíguez,Sevilla FC,Nike Phantom GX 2 Elite,30,184,사울 니게스,802208421,세비야,Sevilla FC,#C90F20,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p802208421.png,나이키 팬텀 GX 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196d100cf15.png,https://images.fotmob.com/image_resources/logo/teamlogo/8302.png,미드필더,스페인
1863,Forward,Brazil,Savinho,Manchester City,Nike Mercurial Vapor 16 Elite,20,176,사비뉴,300270409,맨체스터 시티,Manchester City,#69A8D8,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p270409.png,나이키 머큐리얼 베이퍼 16 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/671969c4b1e92.png,https://images.fotmob.com/image_resources/logo/teamlogo/8456.png,공격수,브라질
1864,Goalkeeper,England,Scott Carson,Manchester City,Puma Future 7 Ultimate,39,188,스콧 카슨,221157804,맨체스터 시티,Manchester City,#69A8D8,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p157804.png,퓨마 퓨처 7 Ultimate,https://www.footballbootsdb.com/logos/boots/2024/10/6703aad2e6ebd.png,https://images.fotmob.com/image_resources/logo/teamlogo/8456.png,골키퍼,영국
1865,Defender,Scotland,Scott McKenna,UD Las Palmas,adidas Predator Elite,28,189,스콧 맥케나,815225974,라스 팔마스,UD Las Palmas,#DA9F00,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p815225974.png,아디다스 프레데터 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8e8e33c30.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8306.png,수비수,스코틀랜드
1866,Midfielder,Scotland,Scott McTominay,SSC Napoli,adidas F50 Elite LL,28,191,스콧 맥토미니,238237238,나폴리,SSC Napoli,#12A0D7,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p238237238.png,아디다스 F50 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8777be6c5.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9875.png,미드필더,스코틀랜드
1867,Defender,Bosnia,Sead Kolasinac,Atalanta BC,Puma Future 7 Ultimate,31,183,세아드 콜라시나츠,264207993,아탈란타,Atalanta BC,#004CA6,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p264207993.png,퓨마 퓨처 7 Ultimate,https://www.footballbootsdb.com/logos/boots/2024/10/6703aad2e6ebd.png,https://images.fotmob.com/image_resources/logo/teamlogo/8524.png,수비수,보스니아
1868,Defender,Ireland,Séamus Coleman,Everton,Nike Tiempo Legend 10 Elite,36,177,셰이머스 콜먼,216180216,에버턴,Everton,#0035B8,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p216180216.png,나이키 티엠포 레전드 10 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196ae75b2b2.png,https://images.fotmob.com/image_resources/logo/teamlogo/8668.png,수비수,아일랜드
1869,Midfielder,England,Sean Longstaff,Newcastle United,adidas F50 Elite,27,187,션 롱스태프,283237161,뉴캐슬 유나이티드,Newcastle United,#141413,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p283237161.png,아디다스 F50 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed858132958.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/10261.png,미드필더,영국
1870,Defender,Belgium,Sebastiaan Bornauw,VfL Wolfsburg,adidas Predator Elite,25,191,세바스티앙 보르나우,503242663,볼프스부르크,VfL Wolfsburg,#65B32E,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p503242663.png,아디다스 프레데터 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8e8e33c30.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8721.png,수비수,벨기에
1871,Midfielder,Sweden,Sebastian Nanasi,RC Strasbourg Alsace,adidas F50 Elite,22,178,세바스티안 나나시,300256782,스트라스부르,RC Strasbourg Alsace,#294A92,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p256782.png,아디다스 F50 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed858132958.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9848.png,미드필더,스웨덴
1872,Defender,Poland,Sebastian Walukiewicz,Torino FC,adidas Copa Pure 2 Elite,24,188,세바스티안 발루키에비츠,300243497,토리노,Torino FC,#80110B,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p243497.png,아디다스 코파 퓨어 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed99b4c3f73.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9804.png,수비수,폴란드
1873,Forward,Italy,Sebastiano Esposito,Empoli FC,adidas F50 Elite LL,22,183,세바스티아노 에스포지토,238247888,엠폴리,Empoli FC,#005098,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p238247888.png,아디다스 F50 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8777be6c5.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8534.png,공격수,이탈리아
1874,Defender,Italy,Sebastiano Luperto,Cagliari Calcio,Puma Future Ultimate,28,191,세바스티아노 루페르토,291220534,칼리아리,Cagliari Calcio,#B51F2B,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p291220534.png,퓨마 퓨처 Ultimate,https://www.footballbootsdb.com/logos/boots/2023/11/6564e20619ff0.png,https://images.fotmob.com/image_resources/logo/teamlogo/8529.png,수비수,이탈리아
1875,Midfielder,Côte d'Ivoire,Seko Fofana,Stade Rennais FC,Nike Phantom GT Elite,29,185,세코 포파나,250216320,렌,Stade Rennais FC,#E13327,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p250216320.png,나이키 팬텀 GT Elite,https://www.footballbootsdb.com/logos/boots/2021/05/60b0e82ff0961.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9851.png,미드필더,코트디부아르
1876,Forward,France,Sékou Mara,RC Strasbourg Alsace,Nike Mercurial Vapor 15 Elite,22,184,세쿠 마라,300257612,스트라스부르,RC Strasbourg Alsace,#294A92,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p257612.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/9848.png,공격수,프랑스
1877,Midfielder,Morocco,Selim Amallah,Real Valladolid,Nike Mercurial Vapor 15 Elite,28,185,셀림 아말라,273229010,바야돌리드,Real Valladolid,#63257E,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p273229010.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/10281.png,미드필더,모로코
1878,Goalkeeper,Italy,Semuel Pizzignacco,AC Monza,adidas F50 Elite,23,188,세무엘 피치냐코,300268875,몬차,AC Monza,#E10032,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p268875.png,아디다스 F50 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed858132958.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/6504.png,골키퍼,이탈리아
1879,Midfielder,Belgium,Senne Lynen,SV Werder Bremen,Nike Mercurial Vapor 15 Elite,26,185,센느 리넨,300261659,브레멘,SV Werder Bremen,#007642,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p261659.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/8697.png,미드필더,벨기에
1880,Midfielder,France,Senny Mayulu,Paris Saint-Germain,Nike Mercurial Vapor 16 Elite,18,183,세니 마율루,300070004,파리 생제르맹,Paris Saint-Germain,#273F6D,https://images.fotmob.com/image_resources/playerimages/1574189.png,나이키 머큐리얼 베이퍼 16 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/671969c4b1e92.png,https://images.fotmob.com/image_resources/logo/teamlogo/9847.png,미드필더,프랑스
1881,Defender,Netherlands,Sepp van den Berg,Brentford FC,Nike Tiempo Legend 10 Elite,23,192,셉 판 덴 베르흐,826242453,브렌트퍼드,Brentford FC,#C00808,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p826242453.png,나이키 티엠포 레전드 10 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196ae75b2b2.png,https://images.fotmob.com/image_resources/logo/teamlogo/9937.png,수비수,네덜란드
1882,Forward,Germany,Serge Gnabry,Bayern München,adidas F50 Elite LL,29,176,세르주 그나브리,210206113,바이에른 뮌헨,Bayern München,#C60428,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p210206113.png,아디다스 F50 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8777be6c5.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9823.png,공격수,독일
1883,Midfielder,Spain,Sergi Altimira,Real Betis Balompié,Nike Phantom GX 2 Elite,23,188,세르지 알티미라,300276471,레알 베티스,Real Betis Balompié,#009048,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p276471.png,나이키 팬텀 GX 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196d100cf15.png,https://images.fotmob.com/image_resources/logo/teamlogo/8603.png,미드필더,스페인
1884,Forward,Spain,Sergi Canós,Valencia CF,adidas F50 Elite,28,177,세르히 카뇨스,300224013,발렌시아,Valencia CF,#FF671F,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p224013.png,아디다스 F50 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed858132958.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/10267.png,공격수,스페인
1885,Defender,Spain,Sergi Cardona,Villarreal CF,Nike Mercurial Superfly 9 Elite,25,186,세르지 카르도나,300262402,비야레알,Villarreal CF,#E19D00,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p262402.png,나이키 머큐리얼 슈퍼플라이 9 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d009d3fbdc.png,https://images.fotmob.com/image_resources/logo/teamlogo/10205.png,수비수,스페인
1886,Midfielder,Spain,Sergi Darder,RCD Mallorca,adidas Copa Pure 2 Elite,31,180,세르지 다르데르,284202648,마요르카,RCD Mallorca,#C2071F,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p284202648.png,아디다스 코파 퓨어 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed99b4c3f73.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8661.png,미드필더,스페인
1887,Defender,Spain,Sergi Gómez,RCD Espanyol,Nike Phantom GX Elite,32,185,세르지 고메스,242199577,에스파뇰,RCD Espanyol,#1954B2,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p242199577.png,나이키 팬텀 GX Elite,https://www.footballbootsdb.com/logos/boots/2023/10/652e666a3026d.png,https://images.fotmob.com/image_resources/logo/teamlogo/8558.png,수비수,스페인
1888,Forward,Spain,Sergi Guardiola,Rayo Vallecano,adidas X Crazyfast Elite LL,33,185,세르지 과르디올라,300229624,바예카노,Rayo Vallecano,#EB3A32,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p229624.png,아디다스 X 크레이지페스트 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/04/660adfc293558.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8370.png,공격수,스페인
1889,Defender,Spain,Sergio Akieme,Stade de Reims,Nike Mercurial Vapor 15 Elite,27,175,세르히오 아키에메,300226103,랭스,Stade de Reims,#FF4C4C,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p226103.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/9837.png,수비수,스페인
1890,Forward,Spain,Sergio Camello,Rayo Vallecano,adidas F50 Elite,24,182,세르히오 카멜로,291248805,바예카노,Rayo Vallecano,#EB3A32,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p291248805.png,아디다스 F50 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed858132958.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8370.png,공격수,스페인
1891,Forward,Spain,Sergio Gómez,Real Sociedad,Nike Mercurial Vapor 16 Elite,24,171,세르히오 고메스,280241811,레알 소시에다드,Real Sociedad,#0056B3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p280241811.png,나이키 머큐리얼 베이퍼 16 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/671969c4b1e92.png,https://images.fotmob.com/image_resources/logo/teamlogo/8560.png,공격수,스페인
1892,Goalkeeper,Spain,Sergio Herrera,CA Osasuna,Puma Future 7 Ultimate,31,192,세르히오 에레라,300224003,오사수나,CA Osasuna,#AF1428,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p224003.png,퓨마 퓨처 7 Ultimate,https://www.footballbootsdb.com/logos/boots/2024/10/6703aad2e6ebd.png,https://images.fotmob.com/image_resources/logo/teamlogo/8371.png,골키퍼,스페인
1893,Defender,Spain,Sergio Reguilón,Tottenham Hotspur,adidas X Crazyfast Elite LL,28,178,세르히오 레길론,265245279,토트넘 홋스퍼,Tottenham Hotspur,#132257,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p245279.png,아디다스 X 크레이지페스트 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/04/660adfc293558.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8586.png,수비수,스페인
1894,Forward,Guinea,Serhou Guirassy,Borussia Dortmund,adidas Predator Elite LL,28,187,세루 기라시,300215441,도르트문트,Borussia Dortmund,#D8A000,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p215441.png,아디다스 프레데터 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed90b7735d2.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9789.png,공격수,기니
1895,Forward,Suriname,Sheraldo Becker,Real Sociedad,Puma Ultra Ultimate,30,180,셰랄도 베케르,291223790,레알 소시에다드,Real Sociedad,#0056B3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p291223790.png,퓨마 울트라 Ultimate,https://www.footballbootsdb.com/logos/boots/2023/04/64317eee4690c.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8560.png,공격수,수리남
1896,Forward,Japan,Shio Fukuda,Borussia Mönchengladbach,Puma Ultra Ultimate,20,178,시오 후쿠다,300070149,글라트바흐,Borussia Mönchengladbach,#417E37,https://images.fotmob.com/image_resources/playerimages/1477956.png,퓨마 울트라 Ultimate,https://www.footballbootsdb.com/logos/boots/2023/04/64317eee4690c.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9788.png,공격수,일본
1897,Defender,Switzerland,Silvan Widmer,1. FSV Mainz 05,adidas Predator Elite,31,183,실반 비드머,253216158,마인츠,1. FSV Mainz 05,#B8121C,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p253216158.png,아디다스 프레데터 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8e8e33c30.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9905.png,수비수,스위스
1898,Forward,Congo Dr,Silvere Ganvoula,AC Monza,Puma Ultra 1.4,28,191,실베르 간불라,300235513,몬차,AC Monza,#E10032,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p235513.png,퓨마 울트라 1.4,https://www.footballbootsdb.com/logos/boots/2022/04/625fe589f3362.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/6504.png,공격수,콩고
1899,Forward,Côte d'Ivoire,Simon Adingra,Brighton & Hove Albion,Nike Mercurial Vapor 15 Elite,23,175,시몽 아딩그라,300260779,브라이턴 앤 호브,Brighton & Hove Albion,#0850A0,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p260779.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/10204.png,공격수,코트디부아르
1900,Midfielder,Switzerland,Simon Sohm,Parma Calcio 1913,Nike Phantom GT Elite DF,23,188,시몬 좀,300244634,파르마,Parma Calcio 1913,#000000,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p244634.png,나이키 팬텀 GT Elite DF,https://www.footballbootsdb.com/logos/boots/2021/05/60b0e8ecbe5ce.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/10167.png,미드필더,스위스
