,position,country,name,club,boots,age,height,name_ko,id,team_name,eng_name_x,color_x,img,boots_ko,boots_img,img_src,position_ko,country_ko
254,Forward,Morocco,Anuar,Real Valladolid,adidas X Speedportal+,30,173,아누아르,300225699,바야돌리드,Real Valladolid,#63257E,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p225699.png,아디다스 X 스피드포탈+,https://www.footballbootsdb.com/logos/boots/2023/04/643eacc09b4b3.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/10281.png,공격수,모로코
255,Defender,England,Archie Gray,Tottenham Hotspur,adidas F50 Elite LL,18,187,아치 그레이,300270208,토트넘 홋스퍼,Tottenham Hotspur,#132257,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p270208.png,아디다스 F50 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8777be6c5.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8586.png,수비수,영국
256,Forward,Turkey,Arda Güler,Real Madrid,Nike Mercurial Vapor 16 Elite,20,175,아르다 귈레르,804264309,레알 마드리드,Real Madrid,#085098,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p264309.png,나이키 머큐리얼 베이퍼 16 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/671969c4b1e92.png,https://images.fotmob.com/image_resources/logo/teamlogo/8633.png,공격수,튀르키예
257,Defender,Albania,Ardian Ismajli,Empoli FC,adidas Predator Elite,28,187,아르디안 이스마일리,815258782,엠폴리,Empoli FC,#005098,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p258782.png,아디다스 프레데터 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8e8e33c30.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8534.png,수비수,알바니아
258,Defender,Spain,Aridane Hernández,Rayo Vallecano,Nike Mercurial Vapor 15 Elite,35,188,아리다네 에르난데스,511189472,바예카노,Rayo Vallecano,#EB3A32,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p511189472.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/8370.png,수비수,스페인
259,Midfielder,Germany,Arijon Ibrahimovic,SS Lazio,Nike Mercurial Vapor 16 Elite,19,176,아리욘 이브라히모비치,300266236,라치오,SS Lazio,75ACD4,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p266236.png,나이키 머큐리얼 베이퍼 16 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/671969c4b1e92.png,https://images.fotmob.com/image_resources/logo/teamlogo/8543.png,미드필더,독일
260,Defender,Spain,Aritz Elustondo,Real Sociedad,adidas Copa Pure 2 Elite,30,180,아리츠 엘루스톤도,283226221,레알 소시에다드,Real Sociedad,#0056B3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p283226221.png,아디다스 코파 퓨어 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed99b4c3f73.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8560.png,수비수,스페인
261,Forward,Poland,Arkadiusz Milik,Juventus,adidas F50 Elite,30,186,아르카디우스 밀리크,829205175,유벤투스,Juventus,#000001,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p205175.png,아디다스 F50 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed858132958.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9885.png,공격수,폴란드
262,Forward,Albania,Armando Broja,Everton,Puma Ultra Ultimate,23,191,아르만도 브로야,270256268,에버턴,Everton,#0035B8,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p270256268.png,퓨마 울트라 Ultimate,https://www.footballbootsdb.com/logos/boots/2023/04/64317eee4690c.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8668.png,공격수,알바니아
263,Defender,Italy,Armando Izzo,AC Monza,Nike Phantom GX 2 Elite,32,183,아르만도 이초,215216145,몬차,AC Monza,#E10032,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p215216145.png,나이키 팬텀 GX 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196d100cf15.png,https://images.fotmob.com/image_resources/logo/teamlogo/6504.png,수비수,이탈리아
264,Defender,Germany,Armel Bella-Kotchap,Southampton,adidas F50 Elite LL,23,190,아르멜 벨라-코차프,804247497,사우샘프턴,Southampton,#D71920,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p804247497.png,아디다스 F50 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8777be6c5.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8466.png,수비수,독일
265,Forward,Germany,Armindo Sieb,1. FSV Mainz 05,Nike Mercurial Superfly 9 Elite,22,175,아르민도 지브,300259162,마인츠,1. FSV Mainz 05,#B8121C,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p259162.png,나이키 머큐리얼 슈퍼플라이 9 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d009d3fbdc.png,https://images.fotmob.com/image_resources/logo/teamlogo/9905.png,공격수,독일
266,Defender,Spain,Arnau Martínez,Girona FC,adidas Copa Pure 2 Elite,21,182,아르나우 마르티네스,291260815,지로나,Girona FC,#CF152D,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p291260815.png,아디다스 코파 퓨어 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed99b4c3f73.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/7732.png,수비수,스페인
267,Goalkeeper,Spain,Arnau Tenas,Paris Saint-Germain,adidas Predator Elite FT,23,185,아르나우 테나스,300259065,파리 생제르맹,Paris Saint-Germain,#273F6D,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p259065.png,아디다스 프레데터 Elite FT,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8d24b59c1.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9847.png,골키퍼,스페인
268,Forward,France,Arnaud Kalimuendo,Stade Rennais FC,adidas Predator Elite LL,23,175,아르노 칼리무엥도,265253444,렌,Stade Rennais FC,#E13327,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p265253444.png,아디다스 프레데터 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed90b7735d2.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9851.png,공격수,프랑스
269,Forward,France,Arnaud Nordin,1. FSV Mainz 05,adidas X Crazyfast Elite,26,170,아르노 노르댕,300236518,마인츠,1. FSV Mainz 05,#B8121C,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p236518.png,아디다스 X 크레이지페스트 Elite,https://www.footballbootsdb.com/logos/boots/2024/04/660adc06058c6.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9905.png,공격수,프랑스
270,Forward,Netherlands,Arnaut Danjuma,Girona FC,adidas F50 Adizero IV,28,178,아르나우트 단주마,267236276,지로나,Girona FC,#CF152D,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p267236276.png,아디다스 F50 아디제로 IV,https://www.footballbootsdb.com/logos/boots/2022/08/62e929aa08550.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/7732.png,공격수,네덜란드
271,Midfielder,Germany,Arne Maier,FC Augsburg,Puma King Ultimate,26,186,아르네 마이어,210237629,아우크스부르크,FC Augsburg,#B93733,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p210237629.png,퓨마 킹 Ultimate,https://www.footballbootsdb.com/logos/boots/2024/04/6611478a0db8d.png,https://images.fotmob.com/image_resources/logo/teamlogo/8406.png,미드필더,독일
272,Midfielder,Norway,Aron Dønnum,Toulouse FC,adidas X Crazyfast+,26,178,아론 된눔,300237936,툴루즈,Toulouse FC,#5B417B,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p237936.png,아디다스 X 크레이지페스트+,https://www.footballbootsdb.com/logos/boots/2024/04/660ade0108655.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9941.png,미드필더,노르웨이
273,Defender,Senegal,Arouna Sangante,Le Havre AC,adidas Predator Elite,22,189,아루나 상강테,300262237,르 아브르,Le Havre AC,#6FB0D8,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p262237.png,아디다스 프레데터 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8e8e33c30.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9746.png,수비수,세네갈
274,Midfielder,Russia,Arsen Zakharyan,Real Sociedad,Nike Mercurial Vapor 15 Elite,21,183,아르센 자하리안,804264701,레알 소시에다드,Real Sociedad,#0056B3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p804264701.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/8560.png,미드필더,러시아
275,Forward,Ukraine,Artem Dovbyk,AS Roma,Nike Mercurial Superfly 10 Elite,27,189,아르템 도브비크,820242458,로마,AS Roma,#9C0922,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p820242458.png,나이키 머큐리얼 슈퍼플라이 10 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/6719678447fdd.png,https://images.fotmob.com/image_resources/logo/teamlogo/8686.png,공격수,우크라이나
276,Defender,Brazil,Arthur,Bayer 04 Leverkusen,adidas F50 Elite,21,174,아르투르,300275028,레버쿠젠,Bayer 04 Leverkusen,#CF1E1E,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p275028.png,아디다스 F50 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed858132958.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8178.png,수비수,브라질
277,Midfielder,France,Arthur Atta,Udinese Calcio,Nike Mercurial Vapor 15 Elite,22,189,아르튀르 아타,300272783,우디네세,Udinese Calcio,#101010,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p272783.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/8600.png,미드필더,프랑스
278,Goalkeeper,France,Arthur Desmas,Le Havre AC,Nike Phantom GT2 Elite,30,196,아르튀르 데스마,300229542,르 아브르,Le Havre AC,#6FB0D8,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p229542.png,나이키 팬텀 GT2 Elite,https://www.footballbootsdb.com/logos/boots/2023/06/6490670718866.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9746.png,골키퍼,프랑스
279,Midfielder,Brazil,Arthur Melo,Girona FC,adidas X Crazyfast Elite LL,28,172,아르투르 멜루,217230658,지로나,Girona FC,#CF152D,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p217230658.png,아디다스 X 크레이지페스트 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/04/660adfc293558.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/7732.png,미드필더,브라질
280,Defender,Belgium,Arthur Theate,Eintracht Frankfurt,Puma Future 7 Ultimate,24,185,아르튀르 테아테,815257278,프랑크푸르트,Eintracht Frankfurt,#000000,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p815257278.png,퓨마 퓨처 7 Ultimate,https://www.footballbootsdb.com/logos/boots/2024/10/6703aad2e6ebd.png,https://images.fotmob.com/image_resources/logo/teamlogo/9810.png,수비수,벨기에
281,Midfielder,Belgium,Arthur Vermeeren,RB Leipzig,adidas F50 Elite LL,20,180,아르튀르 베르메렌,810269859,RB 라이프치히,RB Leipzig,#DD0741,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p269859.png,아디다스 F50 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8777be6c5.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/178475.png,미드필더,벨기에
282,Defender,England,Ashley Young,Everton,Nike Mercurial Vapor 16 Elite,39,175,애슐리 영,207152908,에버턴,Everton,#0035B8,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p152908.png,나이키 머큐리얼 베이퍼 16 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/671969c4b1e92.png,https://images.fotmob.com/image_resources/logo/teamlogo/8668.png,수비수,영국
283,Forward,Spain,Asier Villalibre,Deportivo Alavés,adidas Copa Pure 2 Elite,27,182,아시에르 비야리브레,300193794,알라베스,Deportivo Alavés,#0351A3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p193794.png,아디다스 코파 퓨어 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed99b4c3f73.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9866.png,공격수,스페인
284,Goalkeeper,Bosnia,Asmir Begovic,Everton,Lotto Maestro 100 IV,37,199,아스미르 베고비치,300172723,에버턴,Everton,#0035B8,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p172723.png,로또 마에스트로 100 IV,https://www.footballbootsdb.com/logos/boots/2023/03/6415fd32dd7c7.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8668.png,골키퍼,보스니아
285,Midfielder,Germany,Assan Ouédraogo,RB Leipzig,adidas F50 Elite LL,18,191,아산 우에드라오고,300276602,RB 라이프치히,RB Leipzig,#DD0741,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p276602.png,아디다스 F50 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8777be6c5.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/178475.png,미드필더,독일
286,Midfielder,Senegal,Assane Dioussé,AJ Auxerre,adidas Predator Elite,27,175,아산 디우세,321230144,오세르,AJ Auxerre,#055DC6,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p230144.png,아디다스 프레데터 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8e8e33c30.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8583.png,미드필더,세네갈
287,Midfielder,Belgium,Aster Vranckx,VfL Wolfsburg,Nike Phantom GX Elite,22,183,아스터 브랑크스,815252027,볼프스부르크,VfL Wolfsburg,#65B32E,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p815252027.png,나이키 팬텀 GX Elite,https://www.footballbootsdb.com/logos/boots/2023/10/652e666a3026d.png,https://images.fotmob.com/image_resources/logo/teamlogo/8721.png,미드필더,벨기에
288,Midfielder,Turkey,Atakan Karazor,VfB Stuttgart,adidas F50 Elite,28,191,아타칸 카라조르,300239096,슈투트가르트,VfB Stuttgart,#D30029,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p239096.png,아디다스 F50 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed858132958.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/10269.png,미드필더,튀르키예
289,Goalkeeper,Argentina,Augusto Batalla,Rayo Vallecano,Nike Phantom GX Elite,28,186,아우구스토 바타야,300227186,바예카노,Rayo Vallecano,#EB3A32,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p227186.png,나이키 팬텀 GX Elite,https://www.footballbootsdb.com/logos/boots/2023/10/652e666a3026d.png,https://images.fotmob.com/image_resources/logo/teamlogo/8370.png,골키퍼,아르헨티나
290,Defender,Switzerland,Aurèle Amenda,Eintracht Frankfurt,adidas Copa Pure 2 Elite KT,21,197,오렐 아멘다,300270846,프랑크푸르트,Eintracht Frankfurt,#000000,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p270846.png,아디다스 코파 퓨어 2 Elite KT,https://www.footballbootsdb.com/logos/boots/2024/09/66ed97ff1268a.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9810.png,수비수,스위스
291,Midfielder,France,Aurélien Tchouaméni,Real Madrid,Nike Phantom Luna 2 Elite,25,188,오렐리앙 추아메니,815241637,레알 마드리드,Real Madrid,#085098,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p815241637.png,나이키 팬텀 루나 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196f0eb3c4d.png,https://images.fotmob.com/image_resources/logo/teamlogo/8633.png,미드필더,프랑스
292,Defender,Portugal,Aurélio Buta,Stade de Reims,Puma Ultra Ultimate,28,172,아우렐리우 부타,300234573,랭스,Stade de Reims,#FF4C4C,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p234573.png,퓨마 울트라 Ultimate,https://www.footballbootsdb.com/logos/boots/2023/04/64317eee4690c.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9837.png,수비수,포르투갈
293,Defender,France,Axel Disasi,Aston Villa,Nike Phantom Luna 2 Elite,26,191,악셀 디사시,262229942,애스턴 빌라,Aston Villa,#7D1142,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p262229942.png,나이키 팬텀 루나 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196f0eb3c4d.png,https://images.fotmob.com/image_resources/logo/teamlogo/10252.png,수비수,프랑스
294,Defender,Belgium,Axel Witsel,Atlético de Madrid,Puma Ultra 5 Ultimate,36,186,악셀 비첼,207177413,아틀레티코 마드리드,Atlético de Madrid,C63527,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p177413.png,퓨마 울트라 5 Ultimate,https://www.footballbootsdb.com/logos/boots/2024/10/6703b0540dc41.png,https://images.fotmob.com/image_resources/logo/teamlogo/9906.png,수비수,벨기에
295,Midfielder,Belgium,Ayanda Sishuba,Stade Rennais FC,adidas Predator Elite LL,20,169,아얀다 시슈바,300276787,렌,Stade Rennais FC,#E13327,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p276787.png,아디다스 프레데터 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed90b7735d2.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9851.png,미드필더,벨기에
296,Forward,Spain,Ayoze Pérez,Villarreal CF,adidas F50 Elite,31,178,아요세 페레스,216215590,비야레알,Villarreal CF,#E19D00,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p216215590.png,아디다스 F50 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed858132958.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/10205.png,공격수,스페인
297,Midfielder,France,Ayyoub Bouaddi,LOSC Lille,adidas Predator Elite,17,186,아이유브 부아디,834278901,릴,LOSC Lille,#E01D13,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p834278901.png,아디다스 프레데터 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8e8e33c30.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8639.png,미드필더,프랑스
298,Midfielder,Netherlands,Azor Matusiwa,Stade Rennais FC,Puma Ultra 1.1,26,173,아조르 마투시와,300239356,렌,Stade Rennais FC,#E13327,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p239356.png,퓨마 울트라 1.1,https://www.footballbootsdb.com/logos/boots/2020/09/5f68d1cca78fd.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9851.png,미드필더,네덜란드
299,Forward,Algeria,Badredine Bouanani,OGC Nice,adidas F50 Elite LL,20,177,바드레딘 부아나니,300270465,니스,OGC Nice,#181818,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p270465.png,아디다스 F50 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8777be6c5.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9831.png,공격수,알제리
300,Defender,France,Bafodé Diakité,LOSC Lille,adidas Predator Elite LL,24,184,바포데 디아키테,834246565,릴,LOSC Lille,#E01D13,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p834246565.png,아디다스 프레데터 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed90b7735d2.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8639.png,수비수,프랑스
301,Forward,Senegal,Bamba Dieng,Angers SCO,Nike Mercurial Superfly VI Elite,24,178,밤바 디엥,273261084,앙제,Angers SCO,#000000,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p273261084.png,나이키 머큐리얼 슈퍼플라이 VI Elite,https://www.footballbootsdb.com/logos/boots/231/3.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8121.png,공격수,세네갈
302,Defender,Côte d'Ivoire,Bamo Meïté,Montpellier HSC,adidas Predator Elite LL,23,183,바모 메이테,300264401,몽펠리에,Montpellier HSC,#40547D,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p264401.png,아디다스 프레데터 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed90b7735d2.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/10249.png,수비수,코트디부아르
303,Midfielder,France,Baptiste Santamaria,OGC Nice,adidas Copa Pure 2 Elite,29,183,바티스트 산타마리아,503219792,니스,OGC Nice,#181818,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p503219792.png,아디다스 코파 퓨어 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed99b4c3f73.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9831.png,미드필더,프랑스
304,Goalkeeper,Netherlands,Bart Verbruggen,Brighton & Hove Albion,adidas Predator Elite FT,22,194,바르트 베르브뤼헌,815258498,브라이턴 앤 호브,Brighton & Hove Albion,#0850A0,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p815258498.png,아디다스 프레데터 Elite FT,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8d24b59c1.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/10204.png,골키퍼,네덜란드
305,Forward,Poland,Bartosz Bialek,VfL Wolfsburg,Nike Mercurial Vapor 15 Elite,23,191,바르토슈 비아웨크,300254267,볼프스부르크,VfL Wolfsburg,#65B32E,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p254267.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/8721.png,공격수,폴란드
306,Defender,France,Bastien Meupiyou,Wolves,Puma Future 7 Ultimate,18,191,바스티앙 뫼피유,300278057,울버햄튼 원더러스,Wolves,#EB9504,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p278057.png,퓨마 퓨처 7 Ultimate,https://www.footballbootsdb.com/logos/boots/2024/10/6703aad2e6ebd.png,https://images.fotmob.com/image_resources/logo/teamlogo/8602.png,수비수,프랑스
307,Defender,Switzerland,Becir Omeragic,Montpellier HSC,adidas X Crazyfast Elite LL,23,187,베치르 오메라기치,300244603,몽펠리에,Montpellier HSC,#40547D,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p244603.png,아디다스 X 크레이지페스트 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/04/660adfc293558.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/10249.png,수비수,스위스
308,Goalkeeper,Bosnia,Belmin Dizdarevic,Montpellier HSC,Nike Phantom GX Elite,23,189,벨민 디즈다레비치,300276704,몽펠리에,Montpellier HSC,#40547D,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p276704.png,나이키 팬텀 GX Elite,https://www.footballbootsdb.com/logos/boots/2023/10/652e666a3026d.png,https://images.fotmob.com/image_resources/logo/teamlogo/10249.png,골키퍼,보스니아
309,Defender,Wales,Ben Davies,Tottenham Hotspur,Nike Mercurial Vapor 16 Elite,31,181,벤 데이비스,206205923,토트넘 홋스퍼,Tottenham Hotspur,#132257,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p205923.png,나이키 머큐리얼 베이퍼 16 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/671969c4b1e92.png,https://images.fotmob.com/image_resources/logo/teamlogo/8586.png,수비수,웨일스
310,Defender,England,Ben Mee,Brentford FC,adidas Copa Pure 2 Elite,35,180,벤 미,291189682,브렌트퍼드,Brentford FC,#C00808,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p291189682.png,아디다스 코파 퓨어 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed99b4c3f73.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9937.png,수비수,영국
311,Defender,England,Ben White,Arsenal,Under Armour Shadow Elite 2,27,186,벤 화이트,291231936,아스널,Arsenal,#BD0510,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p291231936.png,언더아머 쉐도우 Elite 2,https://www.footballbootsdb.com/logos/boots/2024/09/66f2c6fdd30e2.png,https://images.fotmob.com/image_resources/logo/teamlogo/9825.png,수비수,영국
312,Midfielder,Spain,Beñat Prados,Athletic Club,adidas F50 Elite LL,24,180,베냐트 프라도스,300263617,아틀레틱 빌바오,Athletic Club,#E2001A,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p263617.png,아디다스 F50 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8777be6c5.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8315.png,미드필더,스페인
313,Midfielder,Spain,Beñat Turrientes,Real Sociedad,Nike Phantom GX 2 Elite,23,181,베냐트 투리에르테스,810262510,레알 소시에다드,Real Sociedad,#0056B3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p810262510.png,나이키 팬텀 GX 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196d100cf15.png,https://images.fotmob.com/image_resources/logo/teamlogo/8560.png,미드필더,스페인
314,Forward,Germany,Benedict Hollerbach,1. FC Union Berlin,Nike Mercurial Vapor 15 Elite,23,181,베네딕트 홀러바흐,300258715,우니온 베를린,1. FC Union Berlin,#E30613,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p258715.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/8149.png,공격수,독일
315,Defender,Germany,Benedikt Gimber,1. FC Heidenheim 1846,Nike Mercurial Vapor XIII Elite,28,187,베네딕트 김버,300228883,하이덴하임,1. FC Heidenheim 1846,#E20613,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p228883.png,나이키 머큐리얼 베이퍼 XIII Elite,https://www.footballbootsdb.com/logos/boots/2020/08/5f3183e7aedb3.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/94937.png,수비수,독일
316,Forward,Spain,Benito Ramírez,UD Las Palmas,Nike Mercurial Vapor 15 Elite,29,179,베니토 라미레스,300235515,라스 팔마스,UD Las Palmas,#DA9F00,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p235515.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/8306.png,공격수,스페인
317,Midfielder,France,Benjamin André,LOSC Lille,Mizuno Morelia Neo IV Beta Japan,34,180,벤자민 앙드레,287190674,릴,LOSC Lille,#E01D13,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p287190674.png,미즈노 모렐리아 네오 IV 베타 Japan,https://www.footballbootsdb.com/logos/boots/2024/07/669925dd66af2.png,https://images.fotmob.com/image_resources/logo/teamlogo/8639.png,미드필더,프랑스
